scope,mode,purpose,metric,planned_points,predicted_points,observed_mean_supported,predicted_mean_supported,mape_percent,wape_percent,weighting
field-off,HYBRID,heldout-single-192,ttft_ms,30,30,343.8890288333333,352.10524899999996,2.3914023204371513,2.3892068306281025,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,heldout-single-192,average_tpot_ms,30,30,155.19814607634407,135.00712819354837,12.98633039400562,13.009831878316048,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,heldout-single-192,exact_itl_ms,30,30,155.19814607634407,135.00712819354837,12.98633039400562,13.009831878316048,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,heldout-single-192,output_tokens_per_second,30,30,6.208580319305311,7.052159280094315,13.614151630354087,13.587308489284297,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,heldout-single-192,request_latency_ms,30,30,5155.375378833333,4537.326223,11.967642842544686,11.988441392083432,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,heldout-single-192,last_token_latency_ms,30,30,5155.0315572,4537.326223,11.961774434916004,11.982571345024164,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,HYBRID,heldout-single-192,native_forward_interval_ms,990,990,153.04541376287287,137.4894764959821,11.287418613827022,11.524643099565012,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SILICON,boundary-129,ttft_ms,30,30,344.66099876666664,359.264744,4.405790255906145,4.3974814733614425,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,boundary-129,average_tpot_ms,30,30,155.62532470444444,135.39208026666668,12.927963139684888,13.00125443992082,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,boundary-129,exact_itl_ms,30,30,155.62532470444444,135.39208026666668,12.927963139684888,13.00125443992082,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,boundary-129,output_tokens_per_second,30,30,5.975436240874562,6.693275130942541,12.086852782034407,12.013162907799948,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,boundary-129,request_latency_ms,30,30,2679.3904094,2390.145948,10.736470508383206,10.7951592416415,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,boundary-129,last_token_latency_ms,30,30,2679.0408693333334,2390.145948,10.724833220399587,10.78352049945485,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,boundary-129,native_forward_interval_ms,510,510,154.28835682588465,140.6227338794463,11.645349473136262,12.099190337415592,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SILICON,engram-distinct-text,ttft_ms,30,30,415.8362993833333,530.4160537500001,32.93204441194535,30.757285769184474,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-distinct-text,average_tpot_ms,30,30,161.0471868091398,142.92020587096778,11.221731389365777,11.255695487344754,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-distinct-text,exact_itl_ms,30,30,161.0471868091398,142.92020587096778,11.221731389365777,11.255695487344754,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-distinct-text,output_tokens_per_second,30,30,11.839662609739776,12.726406145258546,7.564316257117889,7.489601391084409,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-distinct-text,request_latency_ms,30,30,5408.994881533334,4960.94243575,8.21972497566784,8.283469583471295,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-distinct-text,last_token_latency_ms,30,30,5408.299090466667,4960.94243575,8.20791423690513,8.271670024781582,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-distinct-text,native_forward_interval_ms,1004,1004,158.2896800250171,143.927320610227,11.686178887211383,12.169245801516931,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SILICON,engram-repeated-text,ttft_ms,30,30,387.0146968,513.91961445,34.67495247872818,32.79072311705554,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-repeated-text,average_tpot_ms,30,30,160.2341374688172,142.3880901935484,11.130632717582921,11.13748141137638,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-repeated-text,exact_itl_ms,30,30,160.2341374688172,142.3880901935484,11.130632717582921,11.13748141137638,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-repeated-text,output_tokens_per_second,30,30,11.954113927975275,12.810449570752374,7.193814943796237,7.163522515651148,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-repeated-text,request_latency_ms,30,30,5354.991793483333,4927.95041045,7.948619715126034,7.974641222662818,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-repeated-text,last_token_latency_ms,30,30,5354.272958333333,4927.95041045,7.936233398854488,7.962286405660528,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,engram-repeated-text,native_forward_interval_ms,999,999,157.46302077529188,143.8809313802024,11.748995048555408,11.93124305238029,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SILICON,heldout-single-192,ttft_ms,30,30,343.8890288333333,352.10524899999996,2.3914023204371513,2.3892068306281025,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,heldout-single-192,average_tpot_ms,30,30,155.19814607634407,135.00712819354837,12.98633039400562,13.009831878316048,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,heldout-single-192,exact_itl_ms,30,30,155.19814607634407,135.00712819354837,12.98633039400562,13.009831878316048,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,heldout-single-192,output_tokens_per_second,30,30,6.208580319305311,7.052159280094315,13.614151630354087,13.587308489284297,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,heldout-single-192,request_latency_ms,30,30,5155.375378833333,4537.326223,11.967642842544686,11.988441392083432,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,heldout-single-192,last_token_latency_ms,30,30,5155.0315572,4537.326223,11.961774434916004,11.982571345024164,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SILICON,heldout-single-192,native_forward_interval_ms,990,990,153.04541376287287,137.4894764959821,11.287418613827022,11.524643099565012,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-on,SOL,boundary-129,ttft_ms,30,30,358.9391366666667,9.931709000000001,97.17712238254425,97.2330381433933,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,boundary-129,average_tpot_ms,30,30,156.63270501333332,0.5459962666666671,99.65114931852412,99.65141617989669,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,boundary-129,exact_itl_ms,30,30,156.63270501333332,0.5459962666666671,99.65114931852412,99.65141617989669,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,boundary-129,output_tokens_per_second,30,30,5.919416713145789,867.7596290049327,14590.953388939242,14559.546219779048,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,boundary-129,request_latency_ms,30,30,2708.7729039666665,18.12165300000001,99.32956490226232,99.3310013927907,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,boundary-129,last_token_latency_ms,30,30,2708.429711866667,18.12165300000001,99.32947990810555,99.33091662225523,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,boundary-129,native_forward_interval_ms,510,510,155.96295279708562,1.0659805955428934,99.36455600091178,99.31651679041383,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-on,SOL,engram-distinct-text,ttft_ms,30,30,399.24255136666665,15.780461549999998,95.98229414157849,96.04739988360933,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,engram-distinct-text,average_tpot_ms,30,30,163.11563699623656,0.8417589193548388,99.48339764261871,99.48394958640645,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,engram-distinct-text,exact_itl_ms,30,30,163.11563699623656,0.8417589193548388,99.48339764261871,99.48394958640644,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,engram-distinct-text,output_tokens_per_second,30,30,11.74111604028135,1495.7184437263534,12652.961146884332,12639.150508306464,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,engram-distinct-text,request_latency_ms,30,30,5456.53082325,41.87498805,99.23173751279975,99.23257121774932,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,engram-distinct-text,last_token_latency_ms,30,30,5455.82729825,41.87498805,99.23163829385373,99.23247225836067,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SOL,engram-distinct-text,native_forward_interval_ms,1003,1003,159.8494378467381,1.100770960344382,99.34038415747821,99.31137013981882,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
